datetime,city,country,latitude,longitude,temperature,humidity,pressure,wind_direction,wind_speed,weather_condition
2013-01-18 06:00:00,San Francisco,United States,37.774929,-122.419418,278.06,75.0,1025.0,0.0,0.0,snowy
2013-01-19 06:00:00,San Francisco,United States,37.774929,-122.419418,279.68,66.0,1022.0,0.0,0.0,snowy
2013-01-19 10:00:00,San Francisco,United States,37.774929,-122.419418,277.14,70.0,1022.0,0.0,0.0,snowy
2013-01-19 11:00:00,San Francisco,United States,37.774929,-122.419418,276.82,70.0,1022.0,0.0,0.0,snowy
2013-01-20 08:00:00,San Francisco,United States,37.774929,-122.419418,279.2,65.0,1022.0,0.0,0.0,snowy
2013-01-20 10:00:00,San Francisco,United States,37.774929,-122.419418,277.45,65.0,1022.0,0.0,0.0,snowy
2013-01-20 11:00:00,San Francisco,United States,37.774929,-122.419418,276.83,65.0,1022.0,0.0,0.0,snowy
2013-01-21 07:00:00,San Francisco,United States,37.774929,-122.419418,279.47,76.0,1023.0,0.0,0.0,snowy
2013-01-21 10:00:00,San Francisco,United States,37.774929,-122.419418,278.56,70.0,1024.0,0.0,0.0,snowy
2013-01-21 11:00:00,San Francisco,United States,37.774929,-122.419418,277.43,75.0,1024.0,0.0,0.0,snowy
2013-01-21 14:00:00,San Francisco,United States,37.774929,-122.419418,276.13,80.0,1023.0,0.0,0.0,snowy
2013-01-30 07:00:00,San Francisco,United States,37.774929,-122.419418,282.01,76.0,1026.0,280.0,4.0,cloudy
2013-02-08 22:00:00,San Francisco,United States,37.774929,-122.419418,285.47,58.0,1019.0,250.0,7.0,rainy
2013-02-11 21:00:00,San Francisco,United States,37.774929,-122.419418,285.72,50.0,1018.0,70.0,1.0,rainy
2013-02-23 16:00:00,San Francisco,United States,37.774929,-122.419418,279.8,81.0,1024.0,0.0,0.0,foggy
2013-03-02 19:00:00,San Francisco,United States,37.774929,-122.419418,289.14,82.0,1029.0,280.0,2.0,foggy
2013-09-27 05:00:00,San Francisco,United States,37.774929,-122.419418,287.55,83.0,1014.0,313.0,4.0,sunny
2013-10-11 09:00:00,San Francisco,United States,37.774929,-122.419418,284.15,93.0,1018.0,181.0,2.0,foggy
2013-10-15 10:00:00,San Francisco,United States,37.774929,-122.419418,284.581,92.0,1022.0,57.0,0.0,sunny
2013-10-26 07:00:00,San Francisco,United States,37.774929,-122.419418,282.202,100.0,1033.0,241.0,1.0,rainy
2013-11-08 11:00:00,San Francisco,United States,37.774929,-122.419418,282.77,87.0,1020.0,303.0,1.0,foggy
2013-11-18 19:00:00,San Francisco,United States,37.774929,-122.419418,285.9,77.0,1019.0,144.0,1.0,foggy
2013-12-03 07:00:00,San Francisco,United States,37.774929,-122.419418,285.86,88.0,1017.0,220.0,1.0,rainy
2013-12-11 07:00:00,San Francisco,United States,37.774929,-122.419418,276.72,58.0,1024.0,303.0,1.0,sunny
2013-12-13 19:00:00,San Francisco,United States,37.774929,-122.419418,283.56,53.0,1026.0,303.0,1.0,sunny
2013-12-17 14:00:00,San Francisco,United States,37.774929,-122.419418,280.43,61.0,1019.0,177.0,1.0,sunny
2013-12-18 05:00:00,San Francisco,United States,37.774929,-122.419418,284.31,55.0,1015.0,270.0,0.0,sunny
2013-12-19 20:00:00,San Francisco,United States,37.774929,-122.419418,286.28,55.0,1008.0,45.0,1.0,sunny
2013-12-23 01:00:00,San Francisco,United States,37.774929,-122.419418,287.9,79.0,1023.0,293.0,1.0,sunny
2013-12-31 11:00:00,San Francisco,United States,37.774929,-122.419418,278.29,55.0,1021.0,303.0,1.0,sunny
2014-01-09 13:00:00,San Francisco,United States,37.774929,-122.419418,282.69,94.0,1022.0,158.0,0.0,foggy
2014-01-29 20:00:00,San Francisco,United States,37.774929,-122.419418,288.81,93.0,1022.0,260.0,4.0,rainy
2014-01-30 17:00:00,San Francisco,United States,37.774929,-122.419418,284.37,81.0,1013.0,280.0,5.0,rainy
2014-01-31 20:00:00,San Francisco,United States,37.774929,-122.419418,287.51,33.0,1019.0,13.0,0.0,sunny
2014-02-14 22:00:00,San Francisco,United States,37.774929,-122.419418,290.15,68.0,1020.0,280.0,4.0,rainy
2014-02-19 15:00:00,San Francisco,United States,37.774929,-122.419418,286.09,81.0,1021.0,260.0,7.0,cloudy
2014-03-26 17:00:00,San Francisco,United States,37.774929,-122.419418,284.31,82.0,1011.0,160.0,3.0,rainy
2014-03-27 11:00:00,San Francisco,United States,37.774929,-122.419418,283.41,82.0,1016.0,230.0,2.0,rainy
2014-04-21 09:00:00,San Francisco,United States,37.774929,-122.419418,284.23,76.0,1019.0,290.0,4.0,sunny
2014-04-27 20:00:00,San Francisco,United States,37.774929,-122.419418,289.57,59.0,1020.0,280.0,5.0,rainy
2014-04-30 07:00:00,San Francisco,United States,37.774929,-122.419418,288.651,67.0,1030.0,293.0,2.0,sunny
2014-05-09 12:00:00,San Francisco,United States,37.774929,-122.419418,286.03,97.0,1018.0,90.0,1.0,foggy
2014-05-28 04:00:00,San Francisco,United States,37.774929,-122.419418,289.07,67.0,1016.0,270.0,11.0,cloudy
2014-06-04 08:00:00,San Francisco,United States,37.774929,-122.419418,284.86,100.0,1010.0,315.0,0.0,foggy
2014-06-10 04:00:00,San Francisco,United States,37.774929,-122.419418,291.17,57.0,1005.0,238.0,2.0,foggy
2014-06-10 19:00:00,San Francisco,United States,37.774929,-122.419418,293.42,52.0,1006.0,227.0,3.0,thunderstorm
2014-07-16 04:00:00,San Francisco,United States,37.774929,-122.419418,293.8,53.0,1014.0,180.0,2.0,cloudy
2014-07-31 18:00:00,San Francisco,United States,37.774929,-122.419418,294.38,93.0,1016.0,210.0,2.0,cloudy
2014-07-31 21:00:00,San Francisco,United States,37.774929,-122.419418,299.55,74.0,1008.0,300.0,3.0,thunderstorm
2014-08-05 11:00:00,San Francisco,United States,37.774929,-122.419418,289.07,82.0,1016.0,270.0,2.0,rainy
2014-08-06 00:00:00,San Francisco,United States,37.774929,-122.419418,296.69,57.0,1017.0,40.0,2.0,sunny
2014-08-08 06:00:00,San Francisco,United States,37.774929,-122.419418,289.71,73.0,1015.0,150.0,1.0,foggy
2014-08-17 19:00:00,San Francisco,United States,37.774929,-122.419418,292.375,83.0,1028.0,219.0,1.0,sunny
2014-08-29 14:00:00,San Francisco,United States,37.774929,-122.419418,289.161,100.0,1026.0,182.0,1.0,rainy
2014-10-03 22:00:00,San Francisco,United States,37.774929,-122.419418,298.806,46.0,1030.0,119.0,1.0,sunny
2014-10-27 03:00:00,San Francisco,United States,37.774929,-122.419418,289.028,82.0,1031.0,313.0,4.0,sunny
2014-11-05 12:00:00,San Francisco,United States,37.774929,-122.419418,284.894,95.0,1036.0,48.0,1.0,sunny
2014-11-07 23:00:00,San Francisco,United States,37.774929,-122.419418,292.642666667,72.0,1034.0,310.0,1.0,sunny
2014-11-17 18:00:00,San Francisco,United States,37.774929,-122.419418,284.4875,87.0,1035.0,61.0,3.0,sunny
2014-11-21 06:00:00,San Francisco,United States,37.774929,-122.419418,284.676,100.0,1030.0,134.0,2.0,rainy
2014-11-21 08:00:00,San Francisco,United States,37.774929,-122.419418,284.318666667,100.0,1030.0,110.0,1.0,rainy
2014-11-23 21:00:00,San Francisco,United States,37.774929,-122.419418,288.2095,85.0,1038.0,321.0,1.0,sunny
2014-11-29 23:00:00,San Francisco,United States,37.774929,-122.419418,286.280666667,100.0,1022.0,139.0,1.0,rainy
2014-12-01 13:00:00,San Francisco,United States,37.774929,-122.419418,286.786333333,96.0,1031.0,113.0,2.0,rainy
2014-12-03 19:00:00,San Francisco,United States,37.774929,-122.419418,288.219333333,97.0,1021.0,191.0,7.0,rainy
2014-12-11 15:00:00,San Francisco,United States,37.774929,-122.419418,289.431,90.0,1014.0,185.0,11.0,rainy
2014-12-12 19:00:00,San Francisco,United States,37.774929,-122.419418,285.171,100.0,1024.0,213.0,2.0,rainy
2014-12-20 10:00:00,San Francisco,United States,37.774929,-122.419418,286.145333333,100.0,1034.0,189.0,0.0,rainy
2014-12-22 22:00:00,San Francisco,United States,37.774929,-122.419418,288.745,96.0,1036.0,291.0,1.0,cloudy
2014-12-25 15:00:00,San Francisco,United States,37.774929,-122.419418,283.4055,98.0,1034.0,335.0,6.0,sunny
2015-01-08 10:00:00,San Francisco,United States,37.774929,-122.419418,282.475,95.0,1031.0,71.0,1.0,cloudy
2015-01-20 07:00:00,San Francisco,United States,37.774929,-122.419418,282.2,100.0,1035.0,301.0,1.0,sunny
2015-01-25 03:00:00,San Francisco,United States,37.774929,-122.419418,286.4575,84.0,1033.0,39.0,1.0,sunny
2015-02-01 23:00:00,San Francisco,United States,37.774929,-122.419418,288.613666667,76.0,1033.0,44.0,1.0,cloudy
2015-02-05 23:00:00,San Francisco,United States,37.774929,-122.419418,287.984,83.0,1027.0,175.0,5.0,cloudy
2015-02-16 09:00:00,San Francisco,United States,37.774929,-122.419418,284.9105,89.0,1029.0,178.0,1.0,sunny
2015-03-23 13:00:00,San Francisco,United States,37.774929,-122.419418,285.170666667,97.0,1037.0,268.0,2.0,rainy
2015-04-21 23:00:00,San Francisco,United States,37.774929,-122.419418,288.119666667,78.0,1022.0,243.0,4.0,rainy
2015-04-22 03:00:00,San Francisco,United States,37.774929,-122.419418,286.454,86.0,1023.0,238.0,3.0,cloudy
2015-04-26 00:00:00,San Francisco,United States,37.774929,-122.419418,286.4255,83.0,1029.0,287.0,5.0,rainy
2015-05-07 10:00:00,San Francisco,United States,37.774929,-122.419418,284.407,86.0,1021.0,296.0,4.0,sunny
2015-05-18 22:00:00,San Francisco,United States,37.774929,-122.419418,288.182333333,80.0,1030.0,252.0,4.0,rainy
2015-05-22 03:00:00,San Francisco,United States,37.774929,-122.419418,286.2435,91.0,1027.0,246.0,4.0,rainy
2015-05-24 07:00:00,San Francisco,United States,37.774929,-122.419418,284.537666667,99.0,1030.0,199.0,1.0,sunny
2015-05-26 07:00:00,San Francisco,United States,37.774929,-122.419418,284.298666667,100.0,1028.0,223.0,3.0,rainy
2015-05-26 15:00:00,San Francisco,United States,37.774929,-122.419418,286.4635,90.0,1028.0,204.0,2.0,rainy
2015-06-11 23:00:00,San Francisco,United States,37.774929,-122.419418,293.166,66.0,1023.0,240.0,3.0,rainy
2015-06-12 01:00:00,San Francisco,United States,37.774929,-122.419418,290.486,75.0,1014.0,216.0,1.0,sunny
2015-06-18 20:00:00,San Francisco,United States,37.774929,-122.419418,291.263,70.0,1028.0,232.0,3.0,sunny
2015-06-26 22:00:00,San Francisco,United States,37.774929,-122.419418,303.67,56.0,1013.0,300.0,7.0,thunderstorm
2015-06-30 17:00:00,San Francisco,United States,37.774929,-122.419418,298.22,70.0,1012.0,50.0,4.0,thunderstorm
2015-07-11 00:00:00,San Francisco,United States,37.774929,-122.419418,295.92,83.0,1008.0,103.0,3.0,thunderstorm
2015-07-13 22:00:00,San Francisco,United States,37.774929,-122.419418,300.88,84.0,1009.0,300.0,4.0,rainy
2015-07-20 02:00:00,San Francisco,United States,37.774929,-122.419418,300.83,53.0,1017.0,280.0,9.0,cloudy
2015-07-20 21:00:00,San Francisco,United States,37.774929,-122.419418,303.1,84.0,1009.0,350.0,5.0,thunderstorm
2015-07-25 20:00:00,San Francisco,United States,37.774929,-122.419418,297.46,70.0,1006.0,10.0,7.0,foggy
2015-07-28 16:00:00,San Francisco,United States,37.774929,-122.419418,295.49,72.0,1013.0,168.0,1.0,cloudy
2015-08-10 20:00:00,San Francisco,United States,37.774929,-122.419418,299.36,64.0,1014.0,270.0,5.0,thunderstorm
2015-08-13 02:00:00,San Francisco,United States,37.774929,-122.419418,297.78,64.0,1016.0,250.0,9.0,cloudy
2015-08-21 10:00:00,San Francisco,United States,37.774929,-122.419418,288.66,82.0,1012.0,250.0,2.0,cloudy
2015-09-01 21:00:00,San Francisco,United States,37.774929,-122.419418,299.07,94.0,1008.0,70.0,2.0,thunderstorm
2015-09-09 23:00:00,San Francisco,United States,37.774929,-122.419418,309.28,19.0,1009.0,280.0,8.0,thunderstorm
2015-09-22 17:00:00,San Francisco,United States,37.774929,-122.419418,291.39,72.0,1014.0,280.0,4.0,thunderstorm
2015-10-08 20:00:00,San Francisco,United States,37.774929,-122.419418,300.48,66.0,1006.0,290.0,5.0,thunderstorm
2015-10-08 21:00:00,San Francisco,United States,37.774929,-122.419418,302.24,74.0,1007.0,320.0,3.0,thunderstorm
2015-10-09 16:00:00,San Francisco,United States,37.774929,-122.419418,293.14,64.0,1019.0,273.0,1.0,sunny
2015-10-15 21:00:00,San Francisco,United States,37.774929,-122.419418,298.79,68.0,1013.0,340.0,3.0,thunderstorm
2015-10-16 01:00:00,San Francisco,United States,37.774929,-122.419418,293.76,82.0,1013.0,280.0,6.0,thunderstorm
2015-10-17 18:00:00,San Francisco,United States,37.774929,-122.419418,291.024713129,72.0,1015.0,110.0,2.0,cloudy
2015-11-16 00:00:00,San Francisco,United States,37.774929,-122.419418,288.45,34.0,1026.0,140.0,1.0,thunderstorm
2015-11-17 06:00:00,San Francisco,United States,37.774929,-122.419418,285.33,59.0,1020.0,130.0,3.0,sunny
2015-11-26 05:00:00,San Francisco,United States,37.774929,-122.419418,279.431289449,100.0,1031.0,231.0,4.0,sunny
2015-12-04 16:00:00,San Francisco,United States,37.774929,-122.419418,279.83,88.0,1019.0,280.0,5.0,thunderstorm
2015-12-04 19:00:00,San Francisco,United States,37.774929,-122.419418,286.87,30.0,1033.0,10.0,2.0,thunderstorm
2015-12-12 15:00:00,San Francisco,United States,37.774929,-122.419418,280.82,77.0,1022.0,190.0,3.0,cloudy
2015-12-21 17:00:00,San Francisco,United States,37.774929,-122.419418,284.95,100.0,1019.0,150.0,6.0,foggy
2015-12-24 06:00:00,San Francisco,United States,37.774929,-122.419418,281.16,82.0,1007.0,220.0,4.0,thunderstorm
2015-12-25 15:00:00,San Francisco,United States,37.774929,-122.419418,276.29,93.0,1022.0,160.0,4.0,thunderstorm
2016-01-02 12:00:00,San Francisco,United States,37.774929,-122.419418,278.08,56.0,1020.0,170.0,2.0,cloudy
2016-01-02 16:00:00,San Francisco,United States,37.774929,-122.419418,278.342424242,57.0,1021.0,128.0,2.0,cloudy
2016-01-08 04:00:00,San Francisco,United States,37.774929,-122.419418,280.712784486,53.0,1015.0,139.0,3.0,cloudy
2016-01-10 14:00:00,San Francisco,United States,37.774929,-122.419418,281.49,100.0,1015.0,300.0,5.0,foggy
2016-01-14 02:00:00,San Francisco,United States,37.774929,-122.419418,285.35,87.0,1022.0,310.0,3.0,foggy
2016-01-21 03:00:00,San Francisco,United States,37.774929,-122.419418,285.4,100.0,1024.0,63.0,1.0,foggy
2016-01-22 15:00:00,San Francisco,United States,37.774929,-122.419418,285.673525632,96.0,1016.0,134.0,4.0,rainy
2016-01-25 11:00:00,San Francisco,United States,37.774929,-122.419418,282.663336134,100.0,1031.0,210.0,2.0,rainy
2016-02-09 11:00:00,San Francisco,United States,37.774929,-122.419418,281.82,68.0,1011.0,300.0,2.0,snowy
2016-02-09 12:00:00,San Francisco,United States,37.774929,-122.419418,281.53,76.0,1022.0,46.0,3.0,snowy
2016-02-09 13:00:00,San Francisco,United States,37.774929,-122.419418,281.76,68.0,1012.0,290.0,3.0,snowy
2016-02-09 14:00:00,San Francisco,United States,37.774929,-122.419418,282.05,81.0,1022.0,54.0,4.0,snowy
2016-02-09 15:00:00,San Francisco,United States,37.774929,-122.419418,281.77,74.0,1013.0,300.0,3.0,snowy
2016-02-15 23:00:00,San Francisco,United States,37.774929,-122.419418,294.784156767,62.0,1025.0,191.0,3.0,sunny
2016-03-06 18:00:00,San Francisco,United States,37.774929,-122.419418,287.64,26.0,1024.0,200.0,2.0,foggy
2016-03-27 08:00:00,San Francisco,United States,37.774929,-122.419418,286.56,77.0,1019.0,283.0,4.0,foggy
2016-04-16 02:00:00,San Francisco,United States,37.774929,-122.419418,291.6,50.0,1022.0,130.0,1.0,foggy
2016-04-20 12:00:00,San Francisco,United States,37.774929,-122.419418,282.02,77.0,1020.0,182.0,1.0,sunny
2016-04-25 20:00:00,San Francisco,United States,37.774929,-122.419418,289.94,26.0,1015.0,230.0,4.0,foggy
2016-04-27 20:00:00,San Francisco,United States,37.774929,-122.419418,288.3,93.0,1016.0,320.0,9.0,foggy
2016-05-17 22:00:00,San Francisco,United States,37.774929,-122.419418,304.0,70.0,1006.0,20.0,4.0,thunderstorm
2016-05-18 07:00:00,San Francisco,United States,37.774929,-122.419418,290.9,59.0,1014.0,290.0,3.0,sunny
2016-05-21 18:00:00,San Francisco,United States,37.774929,-122.419418,288.82,63.0,1017.0,260.0,5.0,rainy
2016-05-24 15:00:00,San Francisco,United States,37.774929,-122.419418,286.93,76.0,1014.0,280.0,6.0,rainy
2016-06-08 11:00:00,San Francisco,United States,37.774929,-122.419418,287.43,86.0,1012.0,243.0,2.0,rainy
2016-06-14 19:00:00,San Francisco,United States,37.774929,-122.419418,293.87,58.0,1014.0,217.0,0.0,sunny
2016-06-25 22:00:00,San Francisco,United States,37.774929,-122.419418,304.58,100.0,1011.0,350.0,1.0,thunderstorm
2016-06-28 23:00:00,San Francisco,United States,37.774929,-122.419418,302.86,74.0,1007.0,20.0,4.0,cloudy
2016-07-03 20:00:00,San Francisco,United States,37.774929,-122.419418,298.16,74.0,1011.0,360.0,5.0,thunderstorm
2016-07-14 19:00:00,San Francisco,United States,37.774929,-122.419418,290.235,74.0,1021.0,192.0,1.0,sunny
2016-07-19 07:00:00,San Francisco,United States,37.774929,-122.419418,294.338,60.0,1020.0,247.0,2.0,sunny
2016-07-22 00:00:00,San Francisco,United States,37.774929,-122.419418,297.43,88.0,1010.0,70.0,2.0,cloudy
2016-07-23 20:00:00,San Francisco,United States,37.774929,-122.419418,303.31,74.0,1009.0,280.0,3.0,thunderstorm
2016-07-23 22:00:00,San Francisco,United States,37.774929,-122.419418,304.4,74.0,1009.0,0.0,1.0,thunderstorm
2016-07-28 20:00:00,San Francisco,United States,37.774929,-122.419418,300.74,59.0,1007.0,360.0,6.0,thunderstorm
2016-07-31 16:00:00,San Francisco,United States,37.774929,-122.419418,289.97,77.0,1013.0,0.0,2.0,foggy
2016-08-14 11:00:00,San Francisco,United States,37.774929,-122.419418,288.01,88.0,1010.0,201.0,0.0,cloudy
2016-08-16 17:00:00,San Francisco,United States,37.774929,-122.419418,290.62,90.0,1012.0,168.0,0.0,sunny
2016-08-20 21:00:00,San Francisco,United States,37.774929,-122.419418,297.85,60.0,1014.0,300.0,8.0,thunderstorm
2016-08-20 22:00:00,San Francisco,United States,37.774929,-122.419418,298.51,60.0,1013.0,300.0,8.0,thunderstorm
2016-09-05 13:00:00,San Francisco,United States,37.774929,-122.419418,284.91,76.0,1010.0,230.0,2.0,foggy
2016-09-06 06:00:00,San Francisco,United States,37.774929,-122.419418,288.04,76.0,1011.0,280.0,4.0,sunny
2016-09-10 20:00:00,San Francisco,United States,37.774929,-122.419418,297.08,63.0,1018.0,300.0,7.0,thunderstorm
2016-09-11 01:00:00,San Francisco,United States,37.774929,-122.419418,295.23,72.0,1017.0,290.0,9.0,thunderstorm
2016-09-11 02:00:00,San Francisco,United States,37.774929,-122.419418,293.53,77.0,1017.0,290.0,9.0,thunderstorm
2016-09-15 09:00:00,San Francisco,United States,37.774929,-122.419418,287.12,87.0,1018.0,300.0,6.0,foggy
2016-09-28 01:00:00,San Francisco,United States,37.774929,-122.419418,302.25,22.0,1008.0,217.0,1.0,sunny
2016-10-28 21:00:00,San Francisco,United States,37.774929,-122.419418,289.359,98.0,1017.0,174.0,2.0,rainy
2016-10-30 16:00:00,San Francisco,United States,37.774929,-122.419418,286.769,98.0,1013.0,172.0,7.0,rainy
2016-11-06 17:00:00,San Francisco,United States,37.774929,-122.419418,289.46,82.0,1020.0,340.0,1.0,foggy
2016-11-30 06:00:00,San Francisco,United States,37.774929,-122.419418,280.45,71.0,1020.0,280.0,4.0,thunderstorm
2016-12-17 18:00:00,San Francisco,United States,37.774929,-122.419418,281.14,49.0,1026.0,20.0,4.0,cloudy
2016-12-17 23:00:00,San Francisco,United States,37.774929,-122.419418,284.15,40.0,1025.0,60.0,1.0,cloudy
2016-12-18 12:00:00,San Francisco,United States,37.774929,-122.419418,274.47,49.0,1027.0,60.0,6.0,snowy
2017-01-08 15:00:00,San Francisco,United States,37.774929,-122.419418,289.96,79.0,1013.0,60.0,2.0,rainy
2017-01-16 21:00:00,San Francisco,United States,37.774929,-122.419418,285.3,57.0,1018.0,90.0,6.0,foggy
2017-01-19 04:00:00,San Francisco,United States,37.774929,-122.419418,284.3,81.0,1020.0,240.0,3.0,thunderstorm
2017-01-19 19:00:00,San Francisco,United States,37.774929,-122.419418,285.69,66.0,1012.0,240.0,6.0,rainy
2017-02-07 18:00:00,San Francisco,United States,37.774929,-122.419418,289.0,82.0,1009.0,170.0,5.0,thunderstorm
2017-02-16 12:00:00,San Francisco,United States,37.774929,-122.419418,286.006,96.0,1016.0,183.0,8.0,rainy
2017-02-18 05:00:00,San Francisco,United States,37.774929,-122.419418,283.908,100.0,996.0,137.0,0.0,rainy
2017-02-28 11:00:00,San Francisco,United States,37.774929,-122.419418,278.89,61.0,1018.0,290.0,5.0,cloudy
2017-02-28 18:00:00,San Francisco,United States,37.774929,-122.419418,283.53,50.0,1024.0,20.0,2.0,thunderstorm
2017-03-02 00:00:00,San Francisco,United States,37.774929,-122.419418,289.46,47.0,1028.0,280.0,7.0,sunny
2017-03-04 12:00:00,San Francisco,United States,37.774929,-122.419418,282.23,81.0,1015.0,230.0,2.0,foggy
2017-03-05 14:00:00,San Francisco,United States,37.774929,-122.419418,282.07,81.0,1011.0,290.0,9.0,foggy
2017-03-05 17:00:00,San Francisco,United States,37.774929,-122.419418,283.57,61.0,1014.0,280.0,9.0,rainy
2017-03-07 21:00:00,San Francisco,United States,37.774929,-122.419418,286.38,66.0,1027.0,33.0,0.0,thunderstorm
2017-03-10 08:00:00,San Francisco,United States,37.774929,-122.419418,286.07,76.0,1022.0,280.0,7.0,thunderstorm
2017-03-27 06:00:00,San Francisco,United States,37.774929,-122.419418,285.74,93.0,1016.0,229.0,4.0,rainy
2017-03-30 10:00:00,San Francisco,United States,37.774929,-122.419418,288.32,93.0,1020.0,260.0,6.0,rainy
2017-04-08 19:00:00,San Francisco,United States,37.774929,-122.419418,286.38,71.0,1020.0,280.0,8.0,rainy
2017-04-11 21:00:00,San Francisco,United States,37.774929,-122.419418,292.31,52.0,1016.0,170.0,8.0,thunderstorm
2017-04-12 18:00:00,San Francisco,United States,37.774929,-122.419418,289.07,76.0,1015.0,200.0,7.0,foggy
2017-04-14 15:00:00,San Francisco,United States,37.774929,-122.419418,284.07,61.0,1024.0,290.0,5.0,cloudy
2017-04-17 17:00:00,San Francisco,United States,37.774929,-122.419418,289.36,57.0,1019.0,260.0,3.0,foggy
2017-05-07 03:00:00,San Francisco,United States,37.774929,-122.419418,288.64,71.0,1012.0,327.0,3.0,foggy
2017-05-12 05:00:00,San Francisco,United States,37.774929,-122.419418,287.72,77.0,1013.0,210.0,3.0,rainy
2017-05-12 19:00:00,San Francisco,United States,37.774929,-122.419418,290.22,60.0,1009.0,330.0,3.0,cloudy
2017-06-18 01:00:00,San Francisco,United States,37.774929,-122.419418,303.39,79.0,1011.0,250.0,1.0,rainy
2017-06-20 22:00:00,San Francisco,United States,37.774929,-122.419418,303.01,66.0,1012.0,140.0,8.0,thunderstorm
2017-06-27 22:00:00,San Francisco,United States,37.774929,-122.419418,296.22,66.0,1014.0,180.0,3.0,thunderstorm
